climate_udel_air_temp_v501_mean.1900.max,climate_udel_air_temp_v501_mean.1907.max,climate_udel_air_temp_v501_mean.1901.max,climate_udel_air_temp_v501_mean.1912.max,climate_udel_air_temp_v501_mean.1913.max,climate_udel_air_temp_v501_mean.1906.max,climate_udel_air_temp_v501_mean.1905.max,climate_udel_air_temp_v501_mean.1910.max,climate_udel_air_temp_v501_mean.1903.max,PC1
26.7,26.125,26.48333333333333,26.383333333333333,26.1,26.058333333333334,25.975,25.825,26.008333333333333,1.6910009042084915
26.8,25.95833333333333,26.3,26.416666666666664,26.041666666666664,25.866666666666667,25.766666666666666,25.616666666666667,25.78333333333333,1.2725642583595151
27.383333333333333,25.941666666666663,26.258333333333333,26.625,26.258333333333333,26.116666666666667,25.85,25.775,26.191666666666663,1.7085946805738677
27.45,26.35833333333333,26.475,27.016666666666666,26.60833333333333,26.4,26.125,26.066666666666663,26.325,2.5254140132877283
26.84166666666667,25.95833333333333,26.3,26.46666666666667,26.075,25.866666666666667,25.766666666666666,25.616666666666667,25.78333333333333,1.3006889399435493
26.8,25.95833333333333,26.325,26.416666666666664,26.041666666666664,25.866666666666667,25.816666666666663,25.616666666666667,25.78333333333333,1.297995735975919
26.6,26.0,26.275,26.291666666666668,25.916666666666668,25.991666666666667,25.75,25.73333333333333,25.98333333333333,1.3422338052601936
26.45833333333333,25.666666666666668,25.96666666666667,26.05,25.691666666666663,25.633333333333333,25.475,25.416666666666668,25.625,0.5136118447741781
26.75,26.23333333333333,26.5,26.441666666666663,26.125,26.2,25.941666666666663,25.933333333333334,26.2,1.9063646896146964
27.041666666666668,26.3,26.78333333333333,26.683333333333334,26.35833333333333,26.15,26.20833333333333,25.84166666666667,26.03333333333333,2.1723786551666286
26.075,25.9,26.008333333333333,25.70833333333333,25.516666666666666,25.766666666666666,25.09166666666667,25.35,25.875,0.41722629880302176
26.008333333333333,25.075,25.416666666666668,25.508333333333333,25.075,25.308333333333334,24.916666666666668,24.95,25.341666666666665,-0.8124705366246822
27.683333333333334,26.391666666666666,26.816666666666663,26.941666666666663,26.6,26.60833333333333,26.325,26.275,26.691666666666663,2.9750401339428723
27.875,27.066666666666663,27.291666666666664,27.60833333333333,27.175,26.925,26.83333333333333,26.691666666666663,26.83333333333333,4.3041033859320885
26.316666666666663,26.008333333333333,26.20833333333333,25.941666666666663,25.70833333333333,25.95,25.35833333333333,25.558333333333334,26.025,0.9418821486166933
26.75,26.23333333333333,26.5,26.441666666666663,26.125,26.2,25.941666666666663,25.933333333333334,26.2,1.9063646896146964
27.683333333333334,26.84166666666667,27.25,27.33333333333333,26.933333333333334,26.641666666666666,26.558333333333334,26.433333333333334,26.53333333333333,3.6319706205052698
26.95,26.21666666666667,26.691666666666663,26.616666666666667,26.291666666666668,26.03333333333333,26.075,25.766666666666666,25.933333333333334,1.91833120470382
27.48333333333333,26.58333333333333,26.891666666666666,27.1,26.71666666666667,26.45,26.34166666666667,26.216666666666665,26.35833333333333,2.974903472730267
27.016666666666666,26.466666666666665,26.73333333333333,26.758333333333333,26.35833333333333,26.416666666666668,26.25,26.21666666666667,26.40833333333333,2.612191909837333
26.816666666666663,26.241666666666667,26.791666666666668,26.425,26.28333333333333,26.141666666666666,26.508333333333333,25.6,25.916666666666668,2.0128678075266677
26.8,26.23333333333333,26.616666666666667,26.45,26.225,26.2,26.058333333333334,25.925,26.191666666666663,2.0175179896415427
27.775,27.10833333333333,27.558333333333334,27.416666666666668,27.183333333333334,27.016666666666666,27.141666666666666,26.641666666666666,26.875,4.4874199261323815
27.683333333333334,26.83333333333333,27.2,27.33333333333333,26.933333333333334,26.641666666666666,26.558333333333334,26.433333333333334,26.53333333333333,3.611106832025857
26.391666666666666,25.725,26.25,26.025,25.816666666666663,25.60833333333333,26.008333333333333,25.20833333333333,25.416666666666664,0.6887271223743667
27.875,27.066666666666663,27.291666666666664,27.60833333333333,27.175,26.925,26.83333333333333,26.691666666666663,26.83333333333333,4.3041033859320885
27.08333333333333,26.508333333333333,27.066666666666663,26.73333333333333,26.55,26.48333333333333,26.741666666666667,25.991666666666667,26.291666666666664,2.870728980727572
26.625,25.966666666666665,26.6,26.28333333333333,26.175,26.058333333333334,26.08333333333333,25.7,25.98333333333333,1.6514657448312395
26.725,26.15833333333333,26.625,26.391666666666666,26.216666666666665,26.15833333333333,26.016666666666666,25.883333333333333,26.15,1.9135862510321349
27.175,26.48333333333333,26.95,26.891666666666666,26.53333333333333,26.33333333333333,26.375,26.03333333333333,26.241666666666667,2.6891100313287275
26.45833333333333,25.0,25.475,25.65,25.35,25.241666666666667,24.991666666666667,24.883333333333333,25.375,-0.6905352251099852
27.683333333333334,26.83333333333333,27.2,27.33333333333333,26.933333333333334,26.641666666666666,26.558333333333334,26.433333333333334,26.53333333333333,3.611106832025857
25.541666666666668,25.09166666666667,25.325,25.191666666666663,24.85,25.133333333333333,24.6,24.758333333333333,25.2,-1.2905289215775126
26.966666666666665,26.35833333333333,26.883333333333333,26.633333333333333,26.46666666666667,26.366666666666667,26.291666666666668,26.1,26.33333333333333,2.5496206702525326
27.016666666666666,26.466666666666665,26.73333333333333,26.758333333333333,26.35833333333333,26.416666666666668,26.25,26.21666666666667,26.40833333333333,2.612191909837333
27.675,26.84166666666667,27.25,27.325,26.925,26.575,26.541666666666668,26.425,26.491666666666667,3.579029823247245
26.6,26.0,26.275,26.291666666666668,25.916666666666668,25.991666666666667,25.75,25.73333333333333,25.98333333333333,1.3422338052601936
25.525,25.09166666666667,25.325,25.175,24.85,25.133333333333333,24.58333333333333,24.758333333333333,25.2,-1.3013799726167365
27.491666666666667,26.741666666666667,27.125,27.191666666666663,26.816666666666663,26.53333333333333,26.508333333333333,26.316666666666663,26.441666666666663,3.3320681289166645
25.58333333333333,24.975,25.258333333333333,25.35,24.7,25.35,24.73333333333333,24.98333333333333,25.433333333333334,-1.0778177067662047
26.633333333333333,25.941666666666663,26.325,26.291666666666668,25.975,25.85833333333333,25.816666666666663,25.55,25.741666666666667,1.1867111797043268
27.775,27.10833333333333,27.558333333333334,27.416666666666668,27.183333333333334,27.016666666666666,27.141666666666666,26.641666666666666,26.875,4.4874199261323815
26.008333333333333,25.075,25.416666666666668,25.508333333333333,25.075,25.308333333333334,24.916666666666668,24.95,25.341666666666665,-0.8124705366246822
27.5,26.758333333333333,27.191666666666663,27.116666666666667,26.833333333333336,26.65833333333333,26.683333333333334,26.325,26.525,3.4783327440289438
26.966666666666665,26.35833333333333,26.883333333333333,26.633333333333333,26.46666666666667,26.366666666666667,26.291666666666668,26.1,26.33333333333333,2.5496206702525326
26.966666666666665,26.35833333333333,26.883333333333333,26.633333333333333,26.46666666666667,26.366666666666667,26.291666666666668,26.1,26.33333333333333,2.5496206702525326
27.7,26.83333333333333,26.916666666666668,27.441666666666663,26.98333333333333,26.75,26.55,26.433333333333334,26.58333333333333,3.617974485324116
25.433333333333334,24.766666666666666,25.058333333333334,25.116666666666667,24.55,25.066666666666663,24.508333333333333,24.70833333333333,25.133333333333333,-1.7026553125694517
25.541666666666668,25.09166666666667,25.325,25.191666666666663,24.85,25.133333333333333,24.6,24.758333333333333,25.2,-1.2905289215775126
26.666666666666664,26.116666666666667,26.433333333333334,26.383333333333333,26.041666666666668,26.041666666666668,25.925,25.825,26.0,1.6254163735692924
26.28333333333333,25.83333333333333,26.183333333333334,26.35833333333333,25.675,26.133333333333333,25.525,25.95833333333333,26.058333333333334,1.2727074101038172
23.53333333333333,23.23333333333333,23.466666666666665,23.65,22.98333333333333,23.308333333333334,22.65,23.291666666666668,23.45833333333333,-5.8475179241858966
23.883333333333333,23.6,23.841666666666665,23.916666666666668,23.3,23.683333333333334,22.95,23.59166666666667,23.758333333333333,-5.027333724176921
12.508333333333333,12.433333333333334,12.45,12.666666666666666,11.95,12.358333333333334,11.45,12.433333333333334,12.475,-28.00126408831909
25.825,25.541666666666664,25.71666666666667,25.941666666666663,25.25,25.7,24.925,25.633333333333333,25.666666666666668,0.13248752015433876
28.708333333333336,28.291666666666668,28.558333333333334,28.741666666666667,28.041666666666668,28.625,27.916666666666668,28.433333333333334,28.341666666666665,8.135981963098628
22.716666666666665,22.5,22.65833333333333,22.891666666666666,22.183333333333334,22.541666666666668,21.791666666666668,22.558333333333334,22.675,-7.775446574388413
25.825,25.541666666666664,25.71666666666667,25.941666666666663,25.25,25.7,24.925,25.633333333333333,25.666666666666668,0.13248752015433876
28.708333333333336,28.291666666666668,28.558333333333334,28.741666666666667,28.041666666666668,28.625,27.916666666666668,28.433333333333334,28.341666666666665,8.135981963098628
17.825,17.433333333333334,17.608333333333334,17.85,17.158333333333335,17.883333333333333,17.016666666666666,17.658333333333335,17.325,-18.819444523024433
25.825,25.541666666666664,25.71666666666667,25.941666666666663,25.25,25.7,24.925,25.633333333333333,25.666666666666668,0.13248752015433876
26.28333333333333,25.83333333333333,26.183333333333334,26.35833333333333,25.675,26.133333333333333,25.525,25.95833333333333,26.058333333333334,1.2727074101038172
23.691666666666663,23.316666666666663,23.60833333333333,23.616666666666667,22.991666666666667,23.633333333333333,23.09166666666667,23.28333333333333,23.225,-5.623773291733108
18.34166666666667,18.03333333333333,18.28333333333333,18.383333333333333,17.85,18.441666666666663,17.75,18.2,17.883333333333333,-17.585287218024074
16.641666666666666,16.508333333333333,16.616666666666667,16.65,16.224999999999998,16.933333333333334,16.083333333333332,16.491666666666667,16.041666666666668,-20.8614995602442
18.34166666666667,18.03333333333333,18.28333333333333,18.383333333333333,17.85,18.441666666666663,17.75,18.2,17.883333333333333,-17.585287218024074
12.566666666666666,12.316666666666666,12.541666666666666,12.633333333333333,12.191666666666666,12.733333333333333,12.0,12.508333333333333,12.083333333333334,-27.854147203536765
24.3,23.90833333333333,24.191666666666663,24.225,23.616666666666667,24.25,23.666666666666668,23.925,23.8,-4.093111826035232
24.3,23.90833333333333,24.191666666666663,24.225,23.616666666666667,24.25,23.666666666666668,23.925,23.8,-4.093111826035232
24.3,23.90833333333333,24.191666666666663,24.225,23.616666666666667,24.25,23.666666666666668,23.925,23.8,-4.093111826035232
7.475,7.183333333333334,7.125,7.55,6.8500000000000005,7.858333333333333,6.625,7.583333333333333,6.65,-34.6424939086539
13.883333333333333,13.691666666666666,13.966666666666669,14.008333333333333,13.658333333333331,14.1,13.433333333333334,13.891666666666666,13.458333333333332,-25.614374880463217
19.28333333333333,18.891666666666666,19.15833333333333,19.241666666666667,18.625,19.258333333333333,18.641666666666666,18.95833333333333,18.825,-15.819001915192938
13.883333333333333,13.691666666666666,13.966666666666669,14.008333333333333,13.658333333333331,14.1,13.433333333333334,13.891666666666666,13.458333333333332,-25.614374880463217
18.34166666666667,18.03333333333333,18.28333333333333,18.383333333333333,17.85,18.441666666666663,17.75,18.2,17.883333333333333,-17.585287218024074
13.883333333333333,13.691666666666666,13.966666666666669,14.008333333333333,13.658333333333331,14.1,13.433333333333334,13.891666666666666,13.458333333333332,-25.614374880463217
24.3,23.90833333333333,24.191666666666663,24.225,23.616666666666667,24.25,23.666666666666668,23.925,23.8,-4.093111826035232
13.883333333333333,13.691666666666666,13.966666666666669,14.008333333333333,13.658333333333331,14.1,13.433333333333334,13.891666666666666,13.458333333333332,-25.614374880463217
19.916666666666668,19.616666666666667,19.883333333333333,19.90833333333333,19.40833333333333,19.991666666666667,19.35,19.683333333333334,19.45833333333333,-14.283620663211579
16.641666666666666,16.508333333333333,16.616666666666667,16.65,16.224999999999998,16.933333333333334,16.083333333333332,16.491666666666667,16.041666666666668,-20.8614995602442
24.3,23.90833333333333,24.191666666666663,24.225,23.616666666666667,24.25,23.666666666666668,23.925,23.85,-4.076837316007634
15.083333333333334,14.933333333333334,15.158333333333331,15.15,14.791666666666666,15.35,14.608333333333333,15.033333333333331,14.608333333333333,-23.59347584205141
24.266666666666666,23.808333333333334,24.141666666666666,24.191666666666663,23.475,24.116666666666667,23.616666666666667,23.791666666666668,23.85,-4.282789100749525
7.475,7.183333333333334,7.125,7.55,6.8500000000000005,7.858333333333333,6.625,7.583333333333333,6.65,-34.6424939086539
18.34166666666667,18.03333333333333,18.28333333333333,18.383333333333333,17.85,18.441666666666663,17.75,18.2,17.883333333333333,-17.585287218024074
26.566666666666663,26.325,26.383333333333333,26.65,26.183333333333334,26.05,25.95833333333333,25.958333333333336,25.925,1.8542699756460723
26.0,25.816666666666663,25.95833333333333,25.991666666666667,25.58333333333333,25.633333333333333,25.466666666666665,25.416666666666668,25.633333333333333,0.5068162994375635
27.916666666666668,27.48333333333333,27.73333333333333,27.816666666666663,27.383333333333333,27.291666666666668,27.23333333333333,27.066666666666663,27.258333333333333,5.323042834969255
28.23333333333333,27.7,28.041666666666664,28.058333333333334,27.666666666666668,27.55,27.525,27.266666666666666,27.491666666666667,6.0561608791183135
27.95833333333333,27.325,27.65833333333333,27.73333333333333,27.34166666666667,27.15,27.116666666666667,26.916666666666664,27.075,4.980700499471011
27.916666666666668,27.48333333333333,27.73333333333333,27.816666666666663,27.383333333333333,27.291666666666668,27.23333333333333,27.066666666666663,27.258333333333333,5.323042834969255
28.25,27.7,28.03333333333333,28.05,27.666666666666668,27.508333333333333,27.508333333333333,27.275,27.466666666666665,6.02306052287051
27.941666666666663,27.291666666666668,27.73333333333333,27.666666666666668,27.325,27.166666666666668,27.175,26.825,27.066666666666663,4.9561567058290725
27.78333333333333,27.225,27.625,27.583333333333336,27.20833333333333,27.125,27.08333333333333,26.775,27.05,4.751313579639232
27.866666666666667,27.25,27.758333333333333,27.591666666666665,27.191666666666663,27.258333333333333,27.191666666666663,26.775,27.21666666666667,4.951735440672379
28.15833333333333,27.675,27.975,28.008333333333333,27.58333333333333,27.5,27.45833333333333,27.23333333333333,27.46666666666667,5.911991454994415
28.25,27.7,28.041666666666664,28.058333333333334,27.666666666666668,27.55,27.525,27.275,27.491666666666667,6.0592580482044704
27.95833333333333,27.425,27.675,27.808333333333334,27.383333333333333,27.25,27.175,27.03333333333333,27.175,5.199638641003491
26.933333333333334,26.625,26.791666666666668,26.9,26.475,26.425,26.325,26.23333333333333,26.383333333333333,2.8028481677821437
27.941666666666663,27.291666666666668,27.73333333333333,27.666666666666668,27.325,27.166666666666668,27.175,26.825,27.066666666666663,4.9561567058290725
27.28333333333333,26.916666666666668,27.1,27.225,26.791666666666668,26.70833333333333,26.633333333333333,26.491666666666667,26.675,3.639556370733272
27.916666666666668,27.433333333333334,27.758333333333333,27.75,27.35,27.308333333333334,27.25,26.966666666666665,27.23333333333333,5.244540941278662
27.791666666666668,27.20833333333333,27.45833333333333,27.65833333333333,27.2,27.041666666666668,26.975,26.841666666666665,26.975,4.638215116436066
27.941666666666663,27.416666666666668,27.78333333333333,27.758333333333333,27.366666666666667,27.28333333333333,27.25,26.975,27.241666666666667,5.253523522064173
27.916666666666668,27.433333333333334,27.75,27.75,27.35,27.308333333333334,27.25,26.966666666666665,27.23333333333333,5.2415060167268575
28.191666666666663,27.7,27.975,28.05,27.625,27.5,27.466666666666665,27.275,27.466666666666665,5.969148978897036
26.0,25.816666666666663,25.95833333333333,25.991666666666667,25.58333333333333,25.633333333333333,25.466666666666665,25.416666666666668,25.633333333333333,0.5068162994375635
26.20833333333333,26.025,26.091666666666665,26.308333333333334,25.883333333333333,25.791666666666668,25.70833333333333,25.616666666666667,25.766666666666666,1.082407597862195
26.266666666666666,25.925,25.775,26.391666666666666,25.975,25.58333333333333,25.691666666666663,25.55,25.508333333333333,0.8069839022969367
27.725,27.225,27.425,27.625,27.175,27.03333333333333,26.95,26.84166666666667,26.95,4.591030174231308
28.075,27.625,27.85,27.98333333333333,27.566666666666663,27.441666666666663,27.366666666666667,27.23333333333333,27.375,5.746164739331237
26.766666666666666,26.4,26.53333333333333,26.75,26.3,26.2,26.133333333333333,25.991666666666667,26.15,2.2088873942960507
